server_id,user_id
BBG000C46HM9,NYSE:M
BBG000C45984,NYSE:L
BBG000C43RR5,NASDAQ:EBAY
BBG000C42WS4,NYSE:CMP
BBG000C3W281,NASDAQ:MASI
BBG000C3NTN5,NASDAQ:HOLX
BBG000C3MXG5,NASDAQ:DOX
BBG000C3J3C9,NASDAQ:CSCO
BBG000C3HSR0,AMEX:LNG
BBG000C3GN47,NYSE:COG
BBG000C37332,NASDAQ:FOSL
BBG000C2YHG9,NASDAQ:DISH
BBG000C2VBB0,NASDAQ:PTC
BBG000C2V3D6,NYSE:A
BBG000C2PW58,NYSE:BLK
BBG000C2PL98,NYSE:CFR
BBG000C2H3F0,NYSE:CLGX
BBG000C2BXK4,NYSE:MGM
BBG000C29813,NYSE:CPA
BBG000C23PB0,NYSE:LDOS
BBG000C23KJ3,NYSE:AES
BBG000C22QV7,NYSE:SEE
BBG000C1XVK6,NYSE:RE
BBG000C1XSP8,NASDAQ:PLUG
BBG000C1S2X2,NASDAQ:VRTX
BBG000C1HN22,NYSE:IEX
BBG000C1FQS9,NYSE:ETR
BBG000C1FB75,NYSE:ICE
BBG000C1BW00,NYSE:LMT
BBG000C19QW1,NYSE:CHE
BBG000C17X76,NASDAQ:BIIB
BBG000C13CD9,NASDAQ:CDNS
BBG000C136Z8,NASDAQ:NTCT
BBG000C101X4,NASDAQ:ABMD
BBG000C0RWX9,NASDAQ:SSRM
BBG000C0RGY3,NASDAQ:PAAS
BBG000C0LW92,NYSE:BSX
BBG000C0HQ54,NASDAQ:ENDP
BBG000C0G1D1,NASDAQ:INTC
BBG000C060M4,NYSE:AMG
BBG000C04224,NYSE:CBRE
BBG000BZX1N5,NYSE:AIZ
BBG000BZTW70,NYSE:NBR
BBG000BZJQL8,NASDAQ:IART
BBG000BZCKH3,NYSE:MTD
BBG000BZ9223,NYSE:EOG
BBG000BYYLS8,NYSE:BBT
BBG000BYWTX7,NASDAQ:MRVL
BBG000BY33P5,NYSE:JNPR
BBG000BY2Y78,NYSE:IVZ
BBG000BXZ416,NASDAQ:CRZO
BBG000BXPZB7,NYSE:INGR
BBG000BXNJ07,NASDAQ:CY
BBG000BXMFC3,NYSE:URI
BBG000BXBHJ4,NYSE:TD
BBG000BX8DC4,NYSE:FL
BBG000BX3TD3,NYSE:X
BBG000BWVSR1,NYSE:WM
BBG000BWVCP8,NYSE:WMB
BBG000BWSV34,NYSE:WHR
BBG000BWQLY4,NASDAQ:PACW
BBG000BWQFY7,NYSE:WFC
BBG000BWPP85,NASDAQ:WERN
BBG000BWP7D9,NYSE:WEC
BBG000BWNFZ9,NASDAQ:WDC
BBG000BWM5P3,NASDAQ:INSM
BBG000BWLMJ4,NASDAQ:WBA
BBG000BWKB81,NYSE:VSH
BBG000BWJFZ4,NYSE:CF
BBG000BWGYF8,NYSE:VMC
BBG000BWCKB6,NYSE:VFC
BBG000BWBZN1,NYSE:VAR
BBG000BWB7V4,NYSE:VMI
BBG000BW8S60,NYSE:UTX
BBG000BW3299,NYSE:UNP
BBG000BW0R88,NYSE:UIS
BBG000BVYN55,NYSE:UGI
BBG000BVXPZ8,NYSE:NYCB
BBG000BVXC87,NASDAQ:UBSI
BBG000BVWLJ6,NYSE:JCI
BBG000BVVQQ8,NYSE:TXT
BBG000BVV7G1,NASDAQ:TXN
BBG000BVPV84,NASDAQ:AMZN
BBG000BVN235,NYSE:TRP
BBG000BVMPN3,NASDAQ:TROW
BBG000BVMGF2,NYSE:ALL
BBG000BVMG26,NASDAQ:MKSI
BBG000BVLRY8,NYSE:ALV
BBG000BVL2G3,NYSE:TRN
BBG000BVHBM1,NYSE:TOL
BBG000BVDLH9,NYSE:TMO
BBG000BVD6X4,NYSE:GL
BBG000BV8DN6,NYSE:TJX
BBG000BV75B7,NYSE:TIF
BBG000BV59Y6,NYSE:TFX
BBG000BV4XJ1,NASDAQ:UTHR
BBG000BV4DR6,NASDAQ:TER
BBG000BV2BR2,NASDAQ:TECD
BBG000BTVJ25,NYSE:SYY
BBG000BTR593,NYSE:SWN
BBG000BTQR96,NYSE:SWK
BBG000BTKGG8,NYSE:STI
BBG000BTHH16,NYSE:SCI
BBG000BTGCV5,NYSE:SPXC
BBG000BTCH57,NASDAQ:CHRW
BBG000BT9DW0,NYSE:SO
BBG000BT5PG5,NYSE:SMG
BBG000BT4C39,NYSE:LAZ
BBG000BT41Q8,NYSE:SLB
BBG000BT1715,NYSE:SJM
BBG000BT0CM2,NASDAQ:SIVB
BBG000BT0093,NASDAQ:SIRI
BBG000BSXQV7,NYSE:SHW
BBG000BSRN78,NYSE:NCLH
BBG000BSJK37,NYSE:T
BBG000BSHJ96,NASDAQ:SAFM
BBG000BSHH72,NYSE:SCCO
BBG000BSFRF3,NASDAQ:SNPS
BBG000BSD7C2,NYSE:RTN
BBG000BSC0K9,NASDAQ:DLTR
BBG000BSBZH7,NASDAQ:ROST
BBG000BS9489,NYSE:OMC
BBG000BS7KS3,NYSE:TAP
BBG000BS73J1,NYSE:RJF
BBG000BS5DR2,NYSE:RHI
BBG000BS5170,NASDAQ:RGLD
BBG000BS0ZF1,NYSE:RL
BBG000BRWGM2,NASDAQ:CONN
BBG000BRWGG9,NYSE:RAD
BBG000BRW644,NYSE:EPC
BBG000BRVP70,NYSE:R
BBG000BRRG02,NYSE:PVH
BBG000BRQ6L2,NASDAQ:JBLU
BBG000BRNGM2,NYSE:ATO
BBG000BRMJN6,NYSE:WTR
BBG000BRJL00,NYSE:PPL
BBG000BRD0D8,NYSE:PNC
BBG000BR54L0,NYSE:PHM
BBG000BR3KL6,NYSE:PH
BBG000BR32C6,NASDAQ:RMBS
BBG000BR2TH3,NYSE:PG
BBG000BR2B91,NYSE:PFE
BBG000BR1KR2,NASDAQ:PDCE
BBG000BQZMH4,NYSE:PEG
BBG000BQWPC5,NYSE:PCG
BBG000BQW085,NASDAQ:HAIN
BBG000BQVTF5,NASDAQ:PCAR
BBG000BQV1S2,NASDAQ:SYNA
BBG000BQT4L6,NASDAQ:PBCT
BBG000BQSQ38,NASDAQ:PAYX
BBG000BQQH30,NYSE:COP
BBG000BQQ2S6,NYSE:OXY
BBG000BQPC32,NYSE:F
BBG000BQHTV3,NYSE:OLN
BBG000BQHGR6,NYSE:OKE
BBG000BQC9V2,NASDAQ:NWL
BBG000BQ8KV2,NYSE:NUE
BBG000BQ5DS5,NYSE:NSC
BBG000BQ4WF8,NASDAQ:EXEL
BBG000BQ2C28,NYSE:NOC
BBG000BPZBB6,NYSE:NI
BBG000BPYHJ6,NYSE:OCN
BBG000BPXVJ6,NYSE:RSG
BBG000BPWXK1,NYSE:NEM
BBG000BPT0C6,NYSE:NBL
BBG000BPS2V2,NYSE:NAV
BBG000BPPV05,NASDAQ:ACHN
BBG000BPNP00,NASDAQ:MXIM
BBG000BPMH90,NYSE:MUR
BBG000BPH459,NASDAQ:MSFT
BBG000BPD168,NYSE:MRK
BBG000BPBVW5,NASDAQ:CGNX
BBG000BP9WJ1,NYSE:ADT
BBG000BP8Z50,NYSE:MSI
BBG000BP5YT0,NASDAQ:FLEX
BBG000BP52R2,NYSE:MMM
BBG000BP4MH0,NYSE:MMC
BBG000BP25X1,AMEX:VHC
BBG000BP1Q11,NYSE:SPGI
BBG000BP1152,NYSE:CIEN
BBG000BP0KQ8,NASDAQ:EA
BBG000BP0929,NYSE:FII
BBG000BNWG87,NYSE:MDT
BBG000BNTTY4,NYSE:MDC
BBG000BNSZP1,NYSE:MCD
BBG000BNQN34,NYSE:MBI
BBG000BNPSQ9,NASDAQ:INCY
BBG000BNPS52,NASDAQ:TRMB
BBG000BNNYW1,NASDAQ:MAT
BBG000BNNKG9,NYSE:MAS
BBG000BNMHS4,NYSE:MAN
BBG000BNLPJ7,NYSE:MGA
BBG000BNJHS8,NYSE:LUV
BBG000BNGTQ7,NYSE:LB
BBG000BNFLM9,NASDAQ:LRCX
BBG000BNF508,NYSE:LPX
BBG000BNDN65,NYSE:LOW
BBG000BND699,NASDAQ:NXPI
BBG000BNC3Y9,NYSE:LNC
BBG000BNBPQ0,NYSE:LM
BBG000BNBDC2,NYSE:LLY
BBG000BN8ZK8,NYSE:DAR
BBG000BN84F3,NYSE:DGX
BBG000BN7277,NYSE:EGO
BBG000BN5HF7,NYSE:LEN
BBG000BN2DC2,NYSE:CRM
BBG000BMY992,NYSE:KR
BBG000BMXK89,NYSE:NCR
BBG000BMWV95,NYSE:RDN
BBG000BMW2Z0,NYSE:KMB
BBG000BMTFR4,NASDAQ:KLAC
BBG000BMT9T6,NYSE:TDY
BBG000BMNBY1,NASDAQ:EEFT
BBG000BMLWX8,NYSE:KBH
BBG000BMKDM3,NYSE:K
BBG000BMHYD1,NYSE:JNJ
BBG000BMH2Q7,NASDAQ:JKHY
BBG000BMFFQ0,NYSE:JEC
BBG000BMFD58,NASDAQ:AMTD
BBG000BMDBZ1,NASDAQ:JBHT
BBG000BMC8K5,NASDAQ:DAKT
BBG000BMBL90,NYSE:ITW
BBG000BM9RH1,NASDAQ:CPRT
BBG000BM7L13,NYSE:TGI
BBG000BM5SR2,NYSE:IP
BBG000BM0QL7,NASDAQ:AOBC
BBG000BLZRJ2,NYSE:MS
BBG000BLY663,NASDAQ:CROX
BBG000BLXZN1,NASDAQ:TSCO
BBG000BLVBC8,NYSE:CHS
BBG000BLRP41,NASDAQ:OLED
